Cmd_Group,Parameter,R/W,Num_param, Description
AGC,SET_LC_DELTAS_CH1_AGC,WRITE,3,"""set loss control delta coefficients for channel 1: far-end only, near-end only, both far-end and near-end"""
AGC,SET_LC_GAMMAS_CH0_AGC,WRITE,3,"""set loss control gamma coefficients for channel 0: background power, increment and decrement"""
AGC,SET_LC_GAMMAS_CH1_AGC,WRITE,3,"""set loss control gamma coefficients for channel 1: background power, increment and decrement"""
AGC,SET_LC_GAINS_CH0_AGC,WRITE,4,"""set loss control gains for channel 0: max, double-talk, silence and min"""
AGC,SET_LC_GAINS_CH1_AGC,WRITE,4,"""set loss control gains for channel 1: max, double-talk, silence and min"""
AGC,SET_INCREMENT_GAIN_STEPSIZE_CH0_AGC,WRITE,1,"""set stepsize with which gain is incremented for AGC ch0"""
AGC,SET_INCREMENT_GAIN_STEPSIZE_CH1_AGC,WRITE,1,"""set stepsize with which gain is incremented for AGC ch1"""
AGC,SET_DECREMENT_GAIN_STEPSIZE_CH0_AGC,WRITE,1,"""set stepsize with which gain is decremented for AGC ch0"""
AGC,SET_DECREMENT_GAIN_STEPSIZE_CH1_AGC,WRITE,1,"""set stepsize with which gain is decremented for AGC ch1"""
IC,SET_BYPASS_IC,WRITE,1,"""IC: set bypass"""
IC,SET_X_ENERGY_DELTA_IC,WRITE,1,"""IC: set X energy delta"""
IC,SET_X_ENERGY_GAMMA_LOG2_IC,WRITE,1,"""IC: set X energy gamma log2"""
IC,SET_FORCED_MU_VALUE_IC,WRITE,1,"""IC: set forced mu value"""
IC,SET_ADAPTATION_CONFIG_IC,WRITE,1,"""IC: set adaptation config"""
IC,SET_SIGMA_ALPHA_IC,WRITE,1,"""IC: set adaptation config"""
IC,SET_COEFFICIENT_INDEX_IC,WRITE,1,"""IC: set coefficient index"""
IC,RESET_FILTER_IC,WRITE,1,"""IC: reset filter"""
IC,SET_CH1_BEAMFORM_ENABLE,WRITE,1,"""set if beamforming is enabled on channel1"""
SUP,SET_BYPASS_SUP,WRITE,1,"""SUP: set bypass"""
